"Claim.Amount","Close.Amount","Disposition_Approve.in.Full","Disposition_Deny","Disposition_Settle","kmeansCluster"
382,0,0,1,0,3
1355,0,0,1,0,3
390,195,0,0,1,2
7112.6,5270,0,0,1,1
159.99,82.08,0,0,1,2
416.72,265.08,0,0,1,2
117.69,58.85,0,0,1,2
500,264.28,0,0,1,2
144,72,0,0,1,2
89.95,89.95,1,0,0,4
10.65,10.65,1,0,0,4
20,20,1,0,0,4
68,68,1,0,0,4
8.06,8.06,1,0,0,4
85,85,1,0,0,4
180,180,1,0,0,4
154.46,154.46,1,0,0,4
99.99,99.99,1,0,0,4
76,76,1,0,0,4
34.99,34.99,1,0,0,4
70,70,1,0,0,4
110,110,1,0,0,4
2000,0,0,1,0,3
195,0,0,1,0,3
21.24,0,0,1,0,3
115.5,0,0,1,0,3
5400,0,0,1,0,3
20,0,0,1,0,3
119.95,0,0,1,0,3
259.5,0,0,1,0,3
442.55,0,0,1,0,3
59.99,0,0,1,0,3
244.08,0,0,1,0,3
136.14,0,0,1,0,3
3000,0,0,1,0,3
3433.65,0,0,1,0,3
1710,0,0,1,0,3
200,0,0,1,0,3
70,0,0,1,0,3
32,0,0,1,0,3
539,0,0,1,0,3
210.29,0,0,1,0,3
280,0,0,1,0,3
115.5,0,0,1,0,3
1164.78,0,0,1,0,3
99.93,50,0,0,1,2
250,173.5,0,0,1,2
381.43,166.81,0,0,1,2
300,150,0,0,1,2
2210,1184,0,0,1,2
800,551.26,0,0,1,2
850,369.7,0,0,1,2
210.84,105.42,0,0,1,2
119.99,50,0,0,1,2
97.19,68.03,0,0,1,2
200,200,1,0,0,4
27.38,27.38,1,0,0,4
29.97,29.97,1,0,0,4
20,20,1,0,0,4
21,21,1,0,0,4
138.45,138.45,1,0,0,4
11.67,11.67,1,0,0,4
47,47,1,0,0,4
12.55,12.55,1,0,0,4
9.76,9.76,1,0,0,4
43.15,43.15,1,0,0,4
66.77,66.77,1,0,0,4
40,40,1,0,0,4
846.01,846.01,1,0,0,4
55,55,1,0,0,4
169.99,169.99,1,0,0,4
14,14,1,0,0,4
30,30,1,0,0,4
64.2,64.2,1,0,0,4
229,229,1,0,0,4
91.42,91.42,1,0,0,4
68,68,1,0,0,4
200,0,0,1,0,3
80,0,0,1,0,3
271.14,0,0,1,0,3
12.9,0,0,1,0,3
34.5,0,0,1,0,3
311.66,0,0,1,0,3
222.58,0,0,1,0,3
200,0,0,1,0,3
458.77,0,0,1,0,3
1000,0,0,1,0,3
15,0,0,1,0,3
190,0,0,1,0,3
16,0,0,1,0,3
119.99,0,0,1,0,3
225,0,0,1,0,3
319,0,0,1,0,3
150,0,0,1,0,3
638.38,0,0,1,0,3
1996,0,0,1,0,3
546.96,0,0,1,0,3
444,0,0,1,0,3
627,0,0,1,0,3
5000,0,0,1,0,3
397.11,152.31,0,0,1,2
2252,1654.29,0,0,1,2
154.98,50,0,0,1,2
150,50,0,0,1,2
269,102.84,0,0,1,2
116.18,50,0,0,1,2
1301.99,603.29,0,0,1,2
122.99,61.5,0,0,1,2
326.95,163.48,0,0,1,2
465.67,405.57,0,0,1,2
690,177.1,0,0,1,2
599,325.7,0,0,1,2
1602.7,1240.56,0,0,1,2
247,176.14,0,0,1,2
10,10,1,0,0,4
8.62,8.62,1,0,0,4
50,50,1,0,0,4
6.49,6.49,1,0,0,4
26.75,26.75,1,0,0,4
127.2,127.2,1,0,0,4
536.61,536.61,1,0,0,4
15,15,1,0,0,4
1428.94,1428.94,1,0,0,4
52,52,1,0,0,4
61.06,61.06,1,0,0,4
150,150,1,0,0,4
7.36,7.36,1,0,0,4
60,60,1,0,0,4
69.95,69.95,1,0,0,4
209.24,209.24,1,0,0,4
98,98,1,0,0,4
12.55,12.55,1,0,0,4
906.3,906.3,1,0,0,4
20,20,1,0,0,4
8.49,8.49,1,0,0,4
378.86,378.86,1,0,0,4
512.5,512.5,1,0,0,4
15,15,1,0,0,4
33.11,33.11,1,0,0,4
130.38,130.38,1,0,0,4
11.8,11.8,1,0,0,4
63.55,63.55,1,0,0,4
480,480,1,0,0,4
143.37,143.37,1,0,0,4
23,0,0,1,0,3
200,0,0,1,0,3
423.99,0,0,1,0,3
170.47,0,0,1,0,3
15,0,0,1,0,3
200,0,0,1,0,3
326.8,0,0,1,0,3
5551.3,0,0,1,0,3
750,0,0,1,0,3
220,0,0,1,0,3
345,0,0,1,0,3
280,0,0,1,0,3
304.9,0,0,1,0,3
100,0,0,1,0,3
900,0,0,1,0,3
129.95,0,0,1,0,3
500,0,0,1,0,3
128.55,0,0,1,0,3
1.4,0,0,1,0,3
821.01,0,0,1,0,3
100,0,0,1,0,3
1336.9,0,0,1,0,3
64,0,0,1,0,3
24.88,0,0,1,0,3
99,0,0,1,0,3
171.15,0,0,1,0,3
450.98,0,0,1,0,3
22.95,0,0,1,0,3
80,0,0,1,0,3
193.89,0,0,1,0,3
400,0,0,1,0,3
125,0,0,1,0,3
648.42,0,0,1,0,3
1750,0,0,1,0,3
105.74,0,0,1,0,3
803.65,0,0,1,0,3
2199,0,0,1,0,3
900,0,0,1,0,3
243.79,0,0,1,0,3
65.19,0,0,1,0,3
160,0,0,1,0,3
100.35,0,0,1,0,3
500,0,0,1,0,3
400,0,0,1,0,3
301.09,0,0,1,0,3
700,0,0,1,0,3
1374.68,0,0,1,0,3
287.56,0,0,1,0,3
344,0,0,1,0,3
500,0,0,1,0,3
192.52,0,0,1,0,3
289,0,0,1,0,3
244.2,204.29,0,0,1,2
200,100,0,0,1,2
200,50,0,0,1,2
120,60,0,0,1,2
100,50,0,0,1,2
149.95,74.98,0,0,1,2
472.63,118.15,0,0,1,2
1374.61,250,0,0,1,2
2100,671.76,0,0,1,2
500,175.16,0,0,1,2
179,89.5,0,0,1,2
48,28,0,0,1,2
251.68,172.15,0,0,1,2
125,50,0,0,1,2
175,87.5,0,0,1,2
48.68,24.34,0,0,1,2
12.72,12.72,1,0,0,4
55,55,1,0,0,4
65,65,1,0,0,4
32.08,32.08,1,0,0,4
21.66,21.66,1,0,0,4
26.5,26.5,1,0,0,4
30,30,1,0,0,4
9,9,1,0,0,4
3.25,3.25,1,0,0,4
5.87,5.87,1,0,0,4
21.68,21.68,1,0,0,4
10,10,1,0,0,4
125,125,1,0,0,4
50,50,1,0,0,4
30,30,1,0,0,4
227.33,227.33,1,0,0,4
75,75,1,0,0,4
400,400,1,0,0,4
38.32,38.32,1,0,0,4
70.29,70.29,1,0,0,4
35,35,1,0,0,4
245,245,1,0,0,4
115,115,1,0,0,4
8.5,8.5,1,0,0,4
220,220,1,0,0,4
55,55,1,0,0,4
709.75,709.75,1,0,0,4
350,350,1,0,0,4
15.99,15.99,1,0,0,4
29.99,29.99,1,0,0,4
400,400,1,0,0,4
26.5,26.5,1,0,0,4
3105.39,0,0,1,0,3
3664.51,0,0,1,0,3
560,0,0,1,0,3
79.49,0,0,1,0,3
50,0,0,1,0,3
80,0,0,1,0,3
79.95,0,0,1,0,3
249,0,0,1,0,3
157.49,0,0,1,0,3
3900,0,0,1,0,3
249.95,0,0,1,0,3
1444.85,0,0,1,0,3
709.98,0,0,1,0,3
103.58,0,0,1,0,3
10,0,0,1,0,3
388,0,0,1,0,3
2435.55,0,0,1,0,3
50,0,0,1,0,3
189,0,0,1,0,3
90.77,0,0,1,0,3
15.5,0,0,1,0,3
200,0,0,1,0,3
110,0,0,1,0,3
200,0,0,1,0,3
129.6,0,0,1,0,3
400,0,0,1,0,3
1020,0,0,1,0,3
238.38,0,0,1,0,3
34.31,0,0,1,0,3
800,0,0,1,0,3
1962.42,0,0,1,0,3
1300,0,0,1,0,3
199,0,0,1,0,3
10.5,0,0,1,0,3
979.16,0,0,1,0,3
300,0,0,1,0,3
424,0,0,1,0,3
59.99,0,0,1,0,3
314,0,0,1,0,3
7.95,0,0,1,0,3
6995,0,0,1,0,3
665,0,0,1,0,3
75,0,0,1,0,3
46.84,0,0,1,0,3
1955.25,0,0,1,0,3
30,0,0,1,0,3
1000,0,0,1,0,3
519.9,0,0,1,0,3
61.11,0,0,1,0,3
100,0,0,1,0,3
116,0,0,1,0,3
2029,0,0,1,0,3
30,0,0,1,0,3
229.97,0,0,1,0,3
250,0,0,1,0,3
2305.92,0,0,1,0,3
12,0,0,1,0,3
845,0,0,1,0,3
2730,0,0,1,0,3
600,0,0,1,0,3
225,0,0,1,0,3
5000,0,0,1,0,3
1327.12,0,0,1,0,3
2120,0,0,1,0,3
795.42,0,0,1,0,3
3757.78,670.4,0,0,1,2
40.84,20.42,0,0,1,2
100,45,0,0,1,2
250,200,0,0,1,2
747,510,0,0,1,2
60,50,0,0,1,2
298,149,0,0,1,2
40,20,0,0,1,2
399,260,0,0,1,2
570,145,0,0,1,2
500,294.04,0,0,1,2
316.94,253.55,0,0,1,2
350,216.1,0,0,1,2
95.1,31.6,0,0,1,2
2602,650.5,0,0,1,2
972.89,835.07,0,0,1,2
251.98,119.77,0,0,1,2
520,320,0,0,1,2
616,210,0,0,1,2
536.75,247.78,0,0,1,2
285.94,128.67,0,0,1,2
114.2,114.2,1,0,0,4
79.99,79.99,1,0,0,4
57.75,57.75,1,0,0,4
39.95,39.95,1,0,0,4
45,45,1,0,0,4
64.64,64.64,1,0,0,4
10,10,1,0,0,4
8.81,8.81,1,0,0,4
257.45,257.45,1,0,0,4
14690,0,0,1,0,3
1432.53,0,0,1,0,3
42,0,0,1,0,3
392.47,0,0,1,0,3
90.5,0,0,1,0,3
2225.25,0,0,1,0,3
195.25,0,0,1,0,3
9.98,0,0,1,0,3
300,0,0,1,0,3
186,0,0,1,0,3
45,0,0,1,0,3
372.04,0,0,1,0,3
20,0,0,1,0,3
320,0,0,1,0,3
770,0,0,1,0,3
1140,0,0,1,0,3
105.83,0,0,1,0,3
561.58,0,0,1,0,3
800,0,0,1,0,3
400,0,0,1,0,3
1498.88,1371.97,0,0,1,2
169,84.5,0,0,1,2
200,130,0,0,1,2
222.79,108.72,0,0,1,2
2171,725,0,0,1,2
400,176.12,0,0,1,2
1100,880.42,0,0,1,2
557.9,239.44,0,0,1,2
450,193.12,0,0,1,2
150,50,0,0,1,2
48,42.27,0,0,1,2
400,200,0,0,1,2
15,15,1,0,0,4
89,89,1,0,0,4
500,500,1,0,0,4
10,10,1,0,0,4
10,10,1,0,0,4
14.06,14.06,1,0,0,4
6.9,6.9,1,0,0,4
581.94,581.94,1,0,0,4
100,100,1,0,0,4
2080.85,2080.85,1,0,0,1
10,10,1,0,0,4
17.77,17.77,1,0,0,4
680.04,680.04,1,0,0,4
10,10,1,0,0,4
6.5,6.5,1,0,0,4
30,30,1,0,0,4
7.95,7.95,1,0,0,4
14,14,1,0,0,4
30,0,0,1,0,3
347,0,0,1,0,3
118.69,0,0,1,0,3
21.49,0,0,1,0,3
325,0,0,1,0,3
203.29,0,0,1,0,3
218.98,0,0,1,0,3
1750,0,0,1,0,3
423,0,0,1,0,3
5.15,0,0,1,0,3
17.5,0,0,1,0,3
260,0,0,1,0,3
75,0,0,1,0,3
24.85,0,0,1,0,3
150,0,0,1,0,3
2155,0,0,1,0,3
158.95,0,0,1,0,3
850,0,0,1,0,3
300,0,0,1,0,3
100,0,0,1,0,3
202,0,0,1,0,3
2750,0,0,1,0,3
20,0,0,1,0,3
349.8,0,0,1,0,3
350,0,0,1,0,3
24,0,0,1,0,3
1984.44,0,0,1,0,3
1000,0,0,1,0,3
21.59,0,0,1,0,3
350,0,0,1,0,3
250,0,0,1,0,3
2590,0,0,1,0,3
399,0,0,1,0,3
3275.23,0,0,1,0,3
350,0,0,1,0,3
432.89,0,0,1,0,3
800,0,0,1,0,3
150,0,0,1,0,3
1984.46,0,0,1,0,3
250,0,0,1,0,3
150,60,0,0,1,2
300,224.96,0,0,1,2
70,35,0,0,1,2
1200,633.93,0,0,1,2
168.52,79.99,0,0,1,2
92,46,0,0,1,2
139.9,69.95,0,0,1,2
608.09,304.05,0,0,1,2
275,220,0,0,1,2
110,50,0,0,1,2
604,573.8,0,0,1,2
105,45,0,0,1,2
250,250,1,0,0,4
45,45,1,0,0,4
40,40,1,0,0,4
24.7,24.7,1,0,0,4
37.7,37.7,1,0,0,4
440,440,1,0,0,4
172.4,172.4,1,0,0,4
130,130,1,0,0,4
75.78,75.78,1,0,0,4
150,150,1,0,0,4
200,200,1,0,0,4
49.95,49.95,1,0,0,4
171,171,1,0,0,4
199.99,199.99,1,0,0,4
18.98,18.98,1,0,0,4
126,126,1,0,0,4
250,250,1,0,0,4
5.24,5.24,1,0,0,4
13.5,13.5,1,0,0,4
20,20,1,0,0,4
26,26,1,0,0,4
10,10,1,0,0,4
52.99,52.99,1,0,0,4
9.95,9.95,1,0,0,4
12,12,1,0,0,4
19.64,19.64,1,0,0,4
150.04,150.04,1,0,0,4
114.35,114.35,1,0,0,4
30,30,1,0,0,4
300,300,1,0,0,4
330,0,0,1,0,3
149.97,0,0,1,0,3
183.5,0,0,1,0,3
785.95,0,0,1,0,3
1030,0,0,1,0,3
133.72,0,0,1,0,3
500,0,0,1,0,3
385,0,0,1,0,3
580,0,0,1,0,3
40,0,0,1,0,3
297,0,0,1,0,3
700,0,0,1,0,3
340,0,0,1,0,3
1500,0,0,1,0,3
845.1,0,0,1,0,3
3011.31,0,0,1,0,3
170,0,0,1,0,3
808.11,0,0,1,0,3
130,0,0,1,0,3
60,0,0,1,0,3
5200,0,0,1,0,3
100,0,0,1,0,3
7000,0,0,1,0,3
150,0,0,1,0,3
299.95,0,0,1,0,3
20,0,0,1,0,3
139.3,0,0,1,0,3
350,0,0,1,0,3
409,0,0,1,0,3
178,0,0,1,0,3
449,0,0,1,0,3
160.99,0,0,1,0,3
400,0,0,1,0,3
4525,0,0,1,0,3
89,0,0,1,0,3
120,0,0,1,0,3
165,0,0,1,0,3
467.65,300,0,0,1,2
215.92,108,0,0,1,2
600,524.99,0,0,1,2
300,280,0,0,1,2
150,75,0,0,1,2
64.99,32.5,0,0,1,2
50,25,0,0,1,2
145.94,89.94,0,0,1,2
350,175,0,0,1,2
109.95,50,0,0,1,2
145,15,0,0,1,2
14,14,1,0,0,4
29.22,29.22,1,0,0,4
82.47,82.47,1,0,0,4
55.38,55.38,1,0,0,4
87.56,87.56,1,0,0,4
775,775,1,0,0,4
15,15,1,0,0,4
90,90,1,0,0,4
240,240,1,0,0,4
18.95,18.95,1,0,0,4
89.53,89.53,1,0,0,4
20,20,1,0,0,4
133.33,0,0,1,0,3
213,0,0,1,0,3
38.16,0,0,1,0,3
100,0,0,1,0,3
36.96,0,0,1,0,3
120,0,0,1,0,3
125,0,0,1,0,3
174.08,0,0,1,0,3
135,0,0,1,0,3
500,0,0,1,0,3
150,0,0,1,0,3
200,0,0,1,0,3
1539.98,0,0,1,0,3
1816,0,0,1,0,3
41.47,0,0,1,0,3
368.71,0,0,1,0,3
173.12,0,0,1,0,3
816.18,0,0,1,0,3
18.94,0,0,1,0,3
150,0,0,1,0,3
178.82,0,0,1,0,3
1088,0,0,1,0,3
875.8,0,0,1,0,3
3649.75,0,0,1,0,3
72,0,0,1,0,3
79.99,0,0,1,0,3
604.04,242.31,0,0,1,2
9000,4160.24,0,0,1,1
444,222,0,0,1,2
781.96,390.98,0,0,1,2
729.96,250,0,0,1,2
669.99,22,0,0,1,2
171.31,50,0,0,1,2
60,30,0,0,1,2
220,139,0,0,1,2
128,64,0,0,1,2
130.5,65.25,0,0,1,2
300,220.38,0,0,1,2
250,125,0,0,1,2
32.99,32.99,1,0,0,4
30,30,1,0,0,4
700,700,1,0,0,4
250,250,1,0,0,4
134.75,134.75,1,0,0,4
89,89,1,0,0,4
48.77,48.77,1,0,0,4
48.77,48.77,1,0,0,4
10,10,1,0,0,4
20,20,1,0,0,4
40,40,1,0,0,4
86.89,86.89,1,0,0,4
32.6,32.6,1,0,0,4
18.35,18.35,1,0,0,4
61,61,1,0,0,4
9.74,9.74,1,0,0,4
169.99,169.99,1,0,0,4
224.95,224.95,1,0,0,4
10,10,1,0,0,4
25,25,1,0,0,4
25,25,1,0,0,4
5.66,5.66,1,0,0,4
47.74,47.74,1,0,0,4
465.4,465.4,1,0,0,4
6.28,6.28,1,0,0,4
40.85,40.85,1,0,0,4
84.79,84.79,1,0,0,4
54.96,54.96,1,0,0,4
10.65,10.65,1,0,0,4
300,300,1,0,0,4
55,55,1,0,0,4
348,348,1,0,0,4
275,275,1,0,0,4
53.5,53.5,1,0,0,4
49.99,49.99,1,0,0,4
115,115,1,0,0,4
15,15,1,0,0,4
173.89,173.89,1,0,0,4
35,35,1,0,0,4
908.91,0,0,1,0,3
299,0,0,1,0,3
722,0,0,1,0,3
16000,0,0,1,0,1
577.55,0,0,1,0,3
1030,0,0,1,0,3
92,0,0,1,0,3
34.99,0,0,1,0,3
1126.27,0,0,1,0,3
41.29,0,0,1,0,3
843.39,0,0,1,0,3
10,0,0,1,0,3
400,0,0,1,0,3
100,0,0,1,0,3
500,0,0,1,0,3
1181.29,0,0,1,0,3
160,0,0,1,0,3
400.75,0,0,1,0,3
99.99,0,0,1,0,3
750,0,0,1,0,3
1948.52,0,0,1,0,3
28,0,0,1,0,3
70,0,0,1,0,3
75,0,0,1,0,3
100,0,0,1,0,3
1077.77,0,0,1,0,3
100,0,0,1,0,3
85,0,0,1,0,3
27,0,0,1,0,3
100,0,0,1,0,3
840,0,0,1,0,3
1449,0,0,1,0,3
175,0,0,1,0,3
275,0,0,1,0,3
100,0,0,1,0,3
300,0,0,1,0,3
200,0,0,1,0,3
80,0,0,1,0,3
750,0,0,1,0,3
24.95,0,0,1,0,3
900,0,0,1,0,3
570,0,0,1,0,3
1200,0,0,1,0,3
118.27,0,0,1,0,3
25,0,0,1,0,3
89.99,0,0,1,0,3
219.49,0,0,1,0,3
50,0,0,1,0,3
1815,0,0,1,0,3
300,0,0,1,0,3
300,0,0,1,0,3
210,0,0,1,0,3
1420.7,0,0,1,0,3
146.98,0,0,1,0,3
2500,0,0,1,0,3
269.78,0,0,1,0,3
9.94,0,0,1,0,3
370.5,0,0,1,0,3
285,0,0,1,0,3
274.99,0,0,1,0,3
200,0,0,1,0,3
1859.93,0,0,1,0,3
325,0,0,1,0,3
99,0,0,1,0,3
244.5,0,0,1,0,3
900,0,0,1,0,3
535.81,0,0,1,0,3
2300,0,0,1,0,3
80,0,0,1,0,3
2426.91,0,0,1,0,3
431.57,215.79,0,0,1,2
32.09,16.05,0,0,1,2
530,233.36,0,0,1,2
765,382.5,0,0,1,2
543,228.99,0,0,1,2
900,430,0,0,1,2
180,90,0,0,1,2
350,69.98,0,0,1,2
100,62.54,0,0,1,2
70,35,0,0,1,2
280,202.73,0,0,1,2
75,52.5,0,0,1,2
184.28,92.14,0,0,1,2
253,200,0,0,1,2
350,325,0,0,1,2
601.87,300.94,0,0,1,2
100,50,0,0,1,2
777.16,338.87,0,0,1,2
255,50,0,0,1,2
374.75,231.37,0,0,1,2
818.89,204.72,0,0,1,2
122,61,0,0,1,2
59.6,29.8,0,0,1,2
248.04,124.02,0,0,1,2
203,101.5,0,0,1,2
300,75,0,0,1,2
1270,1270,1,0,0,4
754.35,754.35,1,0,0,4
290,290,1,0,0,4
81.33,81.33,1,0,0,4
38.06,38.06,1,0,0,4
165.6,165.6,1,0,0,4
21,21,1,0,0,4
235,235,1,0,0,4
250,0,0,1,0,3
2795,0,0,1,0,3
189,0,0,1,0,3
757.2,0,0,1,0,3
370,0,0,1,0,3
469.05,0,0,1,0,3
1600,0,0,1,0,3
810,0,0,1,0,3
325,0,0,1,0,3
432.87,0,0,1,0,3
6000,0,0,1,0,3
211.5,0,0,1,0,3
1183.12,0,0,1,0,3
3500,0,0,1,0,3
165.77,0,0,1,0,3
400,0,0,1,0,3
250,0,0,1,0,3
1233.31,558.23,0,0,1,2
175.56,87.78,0,0,1,2
999,259.95,0,0,1,2
355.41,315.41,0,0,1,2
536.24,175,0,0,1,2
249,149,0,0,1,2
305.95,100,0,0,1,2
645.78,322.5,0,0,1,2
254,80,0,0,1,2
195,136.5,0,0,1,2
354.9,304.88,0,0,1,2
3244.54,547.72,0,0,1,2
118.24,59.12,0,0,1,2
1868,239.49,0,0,1,2
250,75,0,0,1,2
10,10,1,0,0,4
174.99,174.99,1,0,0,4
38.92,38.92,1,0,0,4
120,120,1,0,0,4
1126,1126,1,0,0,4
63.44,63.44,1,0,0,4
189.99,189.99,1,0,0,4
12,12,1,0,0,4
115,115,1,0,0,4
100,100,1,0,0,4
138.26,0,0,1,0,3
2400,0,0,1,0,3
199,0,0,1,0,3
6650,0,0,1,0,3
2000,0,0,1,0,3
817.5,0,0,1,0,3
2965,0,0,1,0,3
343,0,0,1,0,3
311.13,0,0,1,0,3
555,0,0,1,0,3
102,0,0,1,0,3
268.22,0,0,1,0,3
950,0,0,1,0,3
440,0,0,1,0,3
360,0,0,1,0,3
434.99,0,0,1,0,3
2674.8,0,0,1,0,3
2400,0,0,1,0,3
1700,0,0,1,0,3
213.99,0,0,1,0,3
677.97,0,0,1,0,3
750,0,0,1,0,3
142,0,0,1,0,3
800,0,0,1,0,3
75,0,0,1,0,3
790,321.59,0,0,1,2
500,175.16,0,0,1,2
185,92.5,0,0,1,2
110,50,0,0,1,2
399,254.48,0,0,1,2
260,130,0,0,1,2
500,250,0,0,1,2
713.8,356.9,0,0,1,2
250,50,0,0,1,2
40,20,0,0,1,2
170.71,85.36,0,0,1,2
589.95,513.26,0,0,1,2
260,234,0,0,1,2
636.99,294.54,0,0,1,2
109,65.4,0,0,1,2
643.5,321.75,0,0,1,2
137.92,68.96,0,0,1,2
274.99,58.2,0,0,1,2
289.99,289.99,1,0,0,4
20.57,20.57,1,0,0,4
87.4,87.4,1,0,0,4
12.13,12.13,1,0,0,4
100,100,1,0,0,4
179.95,179.95,1,0,0,4
15,15,1,0,0,4
20,20,1,0,0,4
231.75,231.75,1,0,0,4
46.24,46.24,1,0,0,4
94.24,94.24,1,0,0,4
15,15,1,0,0,4
45.94,45.94,1,0,0,4
200,200,1,0,0,4
25.21,25.21,1,0,0,4
76.75,76.75,1,0,0,4
60,60,1,0,0,4
298.56,298.56,1,0,0,4
85,85,1,0,0,4
8,8,1,0,0,4
15,15,1,0,0,4
400,400,1,0,0,4
110,110,1,0,0,4
404,0,0,1,0,3
239,0,0,1,0,3
585.29,0,0,1,0,3
220,0,0,1,0,3
50,0,0,1,0,3
395.94,0,0,1,0,3
100,0,0,1,0,3
130,0,0,1,0,3
259.94,0,0,1,0,3
1900,0,0,1,0,3
200,0,0,1,0,3
250,0,0,1,0,3
14.12,0,0,1,0,3
209.75,0,0,1,0,3
162,0,0,1,0,3
475,0,0,1,0,3
540.01,0,0,1,0,3
1226,0,0,1,0,3
60,0,0,1,0,3
256.1,0,0,1,0,3
1450,0,0,1,0,3
150,0,0,1,0,3
25,0,0,1,0,3
551.24,0,0,1,0,3
270,0,0,1,0,3
238,0,0,1,0,3
2327.16,0,0,1,0,3
120,0,0,1,0,3
200,0,0,1,0,3
100,0,0,1,0,3
250,0,0,1,0,3
195,0,0,1,0,3
1547.49,0,0,1,0,3
246.5,0,0,1,0,3
500,0,0,1,0,3
40,0,0,1,0,3
75,0,0,1,0,3
156.94,0,0,1,0,3
348.43,50,0,0,1,2
100,50,0,0,1,2
209,104.5,0,0,1,2
134.25,67.5,0,0,1,2
556.16,424.58,0,0,1,2
184,132.38,0,0,1,2
52,26,0,0,1,2
870,55,0,0,1,2
449,160.63,0,0,1,2
120,60,0,0,1,2
309,262.65,0,0,1,2
1698.68,383.7,0,0,1,2
42.8,34.24,0,0,1,2
450,273.99,0,0,1,2
1285,551.25,0,0,1,2
250,79.6,0,0,1,2
125,50,0,0,1,2
36.74,36.74,1,0,0,4
226.98,226.98,1,0,0,4
8.95,8.95,1,0,0,4
4.33,4.33,1,0,0,4
35,35,1,0,0,4
8.4,8.4,1,0,0,4
65,65,1,0,0,4
19.66,19.66,1,0,0,4
71.2,71.2,1,0,0,4
60,60,1,0,0,4
12,12,1,0,0,4
60.09,60.09,1,0,0,4
95,95,1,0,0,4
20,20,1,0,0,4
120,120,1,0,0,4
70,70,1,0,0,4
42.94,42.94,1,0,0,4
318.9,318.9,1,0,0,4
149,149,1,0,0,4
12.49,12.49,1,0,0,4
400,0,0,1,0,3
407.51,0,0,1,0,3
500,0,0,1,0,3
500,0,0,1,0,3
85,0,0,1,0,3
159,0,0,1,0,3
550,0,0,1,0,3
500,0,0,1,0,3
11284,0,0,1,0,3
485,0,0,1,0,3
709,0,0,1,0,3
67.44,0,0,1,0,3
599,0,0,1,0,3
225,0,0,1,0,3
155,0,0,1,0,3
450,0,0,1,0,3
809.1,0,0,1,0,3
215.95,0,0,1,0,3
1264.47,0,0,1,0,3
87.9,0,0,1,0,3
216.45,0,0,1,0,3
1828.52,0,0,1,0,3
122.92,0,0,1,0,3
1100,0,0,1,0,3
1393.42,574.49,0,0,1,2
166.99,83.49,0,0,1,2
307.95,264.33,0,0,1,2
86.35,43.18,0,0,1,2
300,150,0,0,1,2
150,50,0,0,1,2
99,50,0,0,1,2
143,71.5,0,0,1,2
200.26,100.13,0,0,1,2
100,50,0,0,1,2
283,141.5,0,0,1,2
219.65,109.83,0,0,1,2
20,20,1,0,0,4
10,10,1,0,0,4
20,20,1,0,0,4
129.95,129.95,1,0,0,4
99.74,99.74,1,0,0,4
65,65,1,0,0,4
130.67,130.67,1,0,0,4
8.95,8.95,1,0,0,4
8.95,8.95,1,0,0,4
10,10,1,0,0,4
10.98,10.98,1,0,0,4
224.95,224.95,1,0,0,4
9.1,9.1,1,0,0,4
18.22,18.22,1,0,0,4
16.24,16.24,1,0,0,4
180.62,180.62,1,0,0,4
158.99,158.99,1,0,0,4
181.9,181.9,1,0,0,4
150,150,1,0,0,4
21.53,21.53,1,0,0,4
55,55,1,0,0,4
21.8,21.8,1,0,0,4
24,24,1,0,0,4
68.75,68.75,1,0,0,4
755.58,755.58,1,0,0,4
36.37,36.37,1,0,0,4
30,30,1,0,0,4
8.5,8.5,1,0,0,4
190,190,1,0,0,4
30,30,1,0,0,4
20,20,1,0,0,4
20,20,1,0,0,4
6.41,6.41,1,0,0,4
200,200,1,0,0,4
22,22,1,0,0,4
4800,0,0,1,0,3
300,0,0,1,0,3
275,0,0,1,0,3
6200,0,0,1,0,3
1998.88,0,0,1,0,3
109.86,0,0,1,0,3
68.98,0,0,1,0,3
175,0,0,1,0,3
600,0,0,1,0,3
474.99,0,0,1,0,3
617.29,0,0,1,0,3
30,0,0,1,0,3
2861.25,0,0,1,0,3
299,0,0,1,0,3
99.95,0,0,1,0,3
30,0,0,1,0,3
2128.5,0,0,1,0,3
900,0,0,1,0,3
600,0,0,1,0,3
198,0,0,1,0,3
45,0,0,1,0,3
24.95,0,0,1,0,3
70.31,0,0,1,0,3
1608.39,0,0,1,0,3
596.56,0,0,1,0,3
439.07,0,0,1,0,3
1060,0,0,1,0,3
250,0,0,1,0,3
621,0,0,1,0,3
199.99,0,0,1,0,3
1942.93,0,0,1,0,3
100,0,0,1,0,3
25,0,0,1,0,3
2542,0,0,1,0,3
539.74,0,0,1,0,3
515,0,0,1,0,3
1214.95,0,0,1,0,3
150,0,0,1,0,3
214.92,0,0,1,0,3
300,0,0,1,0,3
250,0,0,1,0,3
721.8,0,0,1,0,3
250,0,0,1,0,3
4.81,0,0,1,0,3
102.67,0,0,1,0,3
400,0,0,1,0,3
153.85,0,0,1,0,3
205.8,0,0,1,0,3
164.92,0,0,1,0,3
290.88,0,0,1,0,3
48,0,0,1,0,3
60,0,0,1,0,3
700,0,0,1,0,3
333,0,0,1,0,3
250,0,0,1,0,3
50,0,0,1,0,3
228,0,0,1,0,3
200,0,0,1,0,3
175,0,0,1,0,3
325,0,0,1,0,3
1816,0,0,1,0,3
